"doi","title","journal","last_updated_epoch","publisher_field","paper_field","attention_score"
"10.1177/0265407512449401","Pick me up","Journal of Social & Personal Relationships","1354705418","Psychology","Psychology",22.05
"10.1109/mnet.2018.1700389","Vehicle Safety Improvement through Deep Learning and Mobile Sensing","IEEE Network","1534237489","Electrical And Electronic Engineering","Physical Sciences",1
"10.1103/physrevlett.64.2647","When does the diffusion approximation fail to describe photon transport in random media?","Physical Review Letters","862272000","Physical Sciences","Physical Sciences",3
"10.1016/j.ajog.2013.10.071","38: Perinatal pharmacokinetics of azithromycin for cesarean prophylaxis","American Journal of Obstetrics & Gynecology","1391786214","Paediatrics And Reproductive Medicine","Medicine",1.6
"10.1111/rati.12153","Creativity and Meaning in Life","Ratio","1518377572","Philosophy","Social Sciences",1.5
"10.1080/17565529.2011.582267","From adaptation to climate-resilient development: The costs of climate-proofing the Millennium Development Goals in Africa","Climate and Development","1354484483","Environmental Sciences",NA,8.2
"10.4135/9781446218099","Polar inertia",NA,"1547390030",NA,NA,13
"10.1007/s10739-015-9403-x","“One of the Most Uniform Races of the Entire World”: Creole Eugenics and the Myth of Chilean Racial Homogeneity","Journal of the History of Biology","1429557755","Philosophy","Arts and Humanities",3.1
"10.3386/w22462","Popular Acceptance of Inequality due to Brute Luck and Support for Classical Benefit-Based Taxation",NA,"1470041140",NA,NA,7
"10.1016/j.apenergy.2016.06.128","Design and development of a porous heterogeneous combustor for efficient heat production by combustion of liquid and gaseous fuels","Applied Energy","1467920745","Engineering","Physical Sciences",3
"10.1258/1357633042026369","A multi-functional, portable device with wireless transmission for home monitoring of children with a learning disability","Journal of Telemedicine & Telecare","1546604064","Biomedical Engineering","Medicine",3
"10.1016/j.urpr.2015.05.020","Editorial Commentary","Urology Practice","1459174653",NA,NA,2.6
"10.1093/jiplp/jpw031","Moving forward: the new trade mark provisions on goods in transit","Journal of Intellectual Property Law & Practice","1473308657","Law",NA,0.5
"10.4103/1117-6806.137308","Association between use of tobacco and age on graying of hair","Nigerian Journal of Surgery","1458407113",NA,NA,0.25
"10.1039/c6cc09555k","Chemoselective and site-selective peptide and native protein modification enabled by aldehyde auto-oxidation","Chemical Communications","1521072000","Chemical Sciences","Materials Science",3
"10.1016/0960-1686(91)90314-w","Protection of works of art from damage due to atmospheric ozone","Atmospheric Environment. Part A, General Topics","1401026498",NA,NA,0.5
"10.1016/s1297-319x(01)00297-4","Comparative efficacy and safety study of etidronate and alendronate in postmenopausal osteoporosis. Effect of adding hormone replacement therapy","Joint Bone Spine","1207180800","Clinical Sciences","Medicine",6
"10.1093/chromsci/8.5.251","Volatilization and Separations of Metal Acetylacetonates at 115 C by Hyperpressure Gas Chromatography","Journal of Chromatographic Science","126230400","Analytical Chemistry","Physical Sciences",3
"10.1371/journal.pone.0097759","Molecular Epidemiology and Genotyping of Hepatitis B Virus of HBsAg-Positive Patients in Oman","PLoS ONE","1443429333","Multidisciplinary","Biochemistry, Genetics and Molecular Biology",3.3
"10.1007/s00371-014-1039-x","Triangular mesh simplification on the GPU","Visual Computer","1498089600","Artificial Intelligence And Image Processing","Physical Sciences",3
"10.1016/s2213-2600(18)30337-0","Ambulatory oxygen and quality of life in interstitial lung disease","The Lancet Respiratory Medicine","1538074125",NA,NA,2.5
"10.1016/j.hrtlng.2006.07.007","Comparison of forehead and digit oximetry in surgical/trauma patients at risk for decreased peripheral perfusion","Heart & Lung","1343088000","Cardiovascular Medicine And Haematology","Medicine",3
"10.1109/tvt.2007.909284","License Plate Localization and Character Segmentation With Feedback Self-Learning and Hybrid Binarization Techniques","IEEE Transactions on Vehicular Technology","1515456000","Engineering","Physical Sciences",3
"10.1073/pnas.0400285101","From The Cover: Imaging correlates of brain function in monkeys and rats isolates a hippocampal subregion differentially vulnerable to aging","Proceedings of the National Academy of Sciences of the United States of America","1524417868","Multidisciplinary","General",14.176
"10.1002/humu.22506","Mutant TP53 Posttranslational Modifications: Challenges and Opportunities","Human Mutation","1389037592","Genetics","Biochemistry, Genetics and Molecular Biology",0.5
"10.1016/0166-445x(83)90018-8","Petroleum effects on marine mammals","Aquatic Toxicology","599616000","Biological Sciences","Physical Sciences",3
"10.2147/cia.s115234","Does the use of acetylsalicylic acid have an influence on our vision?","Clinical Interventions in Aging","1478382319","Clinical Sciences","Medicine",1
"10.1016/s0168-9002(00)00876-7","A CdZnTe coplanar-grid detector array for environmental remediation","Nuclear Instruments & Methods in Physics Research Section A","1347926400","Atomic, Molecular, Nuclear, Particle And Plasma Physics",NA,3
"10.3389/fonc.2011.00059","Strategies for Discovery of Small Molecule Radiation Protectors and Radiation Mitigators","Frontiers in oncology","1326444976",NA,NA,0.5
"10.1021/ie00023a001","A phase-separation kinetic model for coke formation","Industrial & Engineering Chemistry Research","1530576000","Engineering","Chemical Engineering",3
"10.1088/1742-5468/aa85b0","The boundary effects of transverse field Ising model","Journal of Statistical Mechanics: Theory and Experiment","1499775787","Mathematical Physics","Physical Sciences",1
"10.1093/aob/mcx203","Diel pattern of floral scent emission matches the relative importance of diurnal and nocturnal pollinators in populations of Gymnadenia conopsea","Annals of Botany","1528295442","Plant Biology","Agricultural and Biological Sciences",13.63
"10.1177/0042098018763319","The hidden side of the entropy-based land-use mix index: Clarifying the relationship between pedestrian volume and land-use mix","Urban Studies","1525203434","Urban And Regional Planning",NA,1.6
"10.1111/j.1745-7599.2010.00532.x","Transsexual primary care","Journal of the American Academy of Nurse Practitioners","1372268880","Nursing","Health Sciences",8.88
"10.1007/3-540-54233-7","Automata, Languages and Programming",NA,"1450732222",NA,NA,3.5
"10.5194/acp-17-1623-2017","Integrating canopy and large-scale effects in the convective boundary-layer dynamics during the CHATS experiment","Atmospheric Chemistry & Physics","1486022463","Atmospheric Sciences","Earth and Planetary Sciences",1.75
"10.1073/pnas.1805376115","Capsid protein structure, self-assembly, and processing reveal morphogenesis of the marine virophage mavirus","Proceedings of the National Academy of Sciences of the United States of America","1531512662","Multidisciplinary","General",1
"10.1002/marc.200700055","Microstructure, Kinetics, and Transport in Oil-in-Water Microemulsion Polymerizations","Macromolecular Rapid Communications","1332979200","Chemical Sciences","Materials Science",3
"10.1016/b978-012370467-2/50156-5","Veterinary Toxicology",NA,"1483241431",NA,NA,0.75
"10.1002/cem.v30.7",NA,"Journal of Chemometrics","1468204162",NA,NA,0.25
"10.3389/fmolb.2017.00075","Targeting DNA Replication and Repair for the Development of Novel Therapeutics against Tuberculosis","Frontiers in Molecular Biosciences","1512130356",NA,NA,2.1
"10.15394/ijaaa.2014.1004","Passengers from India and the United States Have Differential Opinions about Autonomous Auto-Pilots for Commercial Flights","International Journal of Aviation, Aeronautics, and Aerospace","1553725132",NA,NA,69.08
"10.1145/3145749.3149426","BRDF reconstruction from real object using reconstructed geometry of multi-view images",NA,"1529997277",NA,NA,1
"10.1158/0008-5472.can-14-0953","Translesion Polymerase η Is Upregulated by Cancer Therapeutics and Confers Anticancer Drug Resistance","Cancer Research","1412147181","Oncology And Carcinogenesis","Biochemistry, Genetics and Molecular Biology",0.75
"10.1016/s0140-6736(10)62088-0","Georges Mathé","The Lancet","1473953220","Medical And Health Sciences","Medicine",5.048
"10.1016/j.physletb.2016.07.048","Leptogenesis in a neutrino mass model coupled with inflaton","Physics Letters B","1467075721","Atomic, Molecular, Nuclear, Particle And Plasma Physics","Physical Sciences",1
"10.1016/j.jchemneu.2015.10.002","Organization of cholinergic, catecholaminergic, serotonergic and orexinergic nuclei in three strepsirrhine primates: Galago demidoff , Perodicticus potto and Lemur catta","Journal of Chemical Neuroanatomy","1472907025","Neurosciences","Life Sciences",1
"10.4292/wjgpt.v6.i4.207","Age-related differences in celiac disease: Specific characteristics of adult presentation","World Journal of Gastrointestinal Pharmacology and Therapeutics","1458221252",NA,NA,4.35
"10.1177/1531003511430397","Standardized Off-the-Shelf Components for Multibranched Endovascular Repair of Thoracoabdominal Aortic Aneurysms","Perspectives in Vascular Surgery","1510012800",NA,"Medicine",3
"10.1073/pnas.91.11.4639","TraI, a LuxI homologue, is responsible for production of conjugation factor, the Ti plasmid N-acylhomoserine lactone autoinducer.","Proceedings of the National Academy of Sciences of the United States of America","1126569600","Multidisciplinary","General",9
"10.1006/bbrc.2001.4595","MEK/ERK-Mediated Proliferation Is Negatively Regulated by P38 MAP Kinase in the Human Pancreatic Cancer Cell Line, PANC-1","Biochemical & Biophysical Research Communications","1202774400","Medicinal And Biomolecular Chemistry","Biochemistry, Genetics and Molecular Biology",3
"10.1016/j.nuclphysa.2014.04.030","Thermalization of the world's smallest fluids: Recent developments","Nuclear Physics A","1399303746","Atomic, Molecular, Nuclear, Particle And Plasma Physics","Physical Sciences",0.5
"10.1287/mksc.18.3.396","Modeling the Evolution of Markets with Indirect Network Externalities: An Application to Digital Television","Marketing Science","1521391817","Marketing","Social Sciences",1
"10.1017/cbo9781107325821.012","Twistors in Mathematics and Physics: The Sparling 3-form, Ashtekar Variables and Quasi-local Mass",NA,"1429829958",NA,NA,0.25
"10.1111/j.1610-0387.2012.08050.x","Congenital bullous poikiloderma (Kindler syndrome) â new mutation","Journal der Deutschen Dermatologischen Gesellschaft","1350625755","Clinical Sciences","Medicine",0.5
"10.1177/089431849200500108","Nursing Science and the Space Age","Nursing Science Quarterly","1492346741","Nursing","Health Sciences",4.75
"10.1021/la981779h","A Ru(II) η
                    3
                    -Allylic Complex as a Novel Precursor for the CVD of Ru- and RuO
                    2
                    -Nanostructured Thin Films","Langmuir","1003190400","Multidisciplinary","Materials Science",3
"10.1016/s0893-133x(99)00110-4","The Effects of Early Rearing Environment on the Development of GABAA and Central Benzodiazepine Receptor Levels and Novelty-Induced Fearfulness in the Rat","Neuropsychopharmacology","1508565411","Medical And Health Sciences",NA,0.25
"10.1016/j.soilbio.2013.03.003","Interactive effects of depth and temperature on CH4 and N2O flux in a shallow podzol","Soil Biology & Biochemistry","1552579957","Agricultural And Veterinary Sciences","Agricultural and Biological Sciences",0.75
"10.1109/mspec.2014.6882985","Mobile's millimeter-wave makeover","IEEE Spectrum","1409416411","Electrical And Electronic Engineering","Physical Sciences",1
"10.1097/00000637-199210000-00002","The Epigastric Fat Transfer","Annals of Plastic Surgery","1313452800","Clinical Sciences","Medicine",3
"10.1039/c8mh00564h","How to interpret absorption and fluorescence spectra of charge transfer states in an organic solar cell","Materials Horizons","1531412947",NA,NA,1.75
"10.1111/ecc.12033","Predictors of return to work and employment in cancer survivors: a systematic review","European Journal of Cancer Care","1486170000","Nursing","Medicine",4
